fecha_dato,ncodpers,ind_empleado,pais_residencia,sexo,age,fecha_alta,es_nuevo_cliente,antiguedad,indrel,ult_fec_cli_1t,indrel_1mes,tiprel_1mes,indresi,indext,conyuemp,canal_entrada,indfall,tipodom,cod_prov,nomprov,ind_actividad_cliente,renta,segmento,es_hombre,es_cliente_activo,es_cliente_extranjero,canal_KHE,canal_KFC,canal_KHD,canal_KAT,canal_KFA,canal_KAZ,canal_KHC,canal_KHK,canal_RED,provincia_MADRID,provincia_BARCELONA,provincia_PONTEVEDRA,provincia_SEVILLA,provincia_VALENCIA,provincia_MALAGA,provincia_MURCIA,provincia_ZARAGOZA,provincia_CADIZ,provincia_BADAJOZ,provincia_ALICANTE,provincia_CASTELLON,provincia_HUELVA,provincia_SALAMANCA,provincia_CORDOBA,provincia_TOLEDO,provincia_CACERES,provincia_VALLADOLID,provincia_LERIDA,provincia_CANTABRIA,provincia_OURENSE,provincia_LUGO,provincia_GIRONA,provincia_ALBACETE,provincia_CIUDAD_REAL,provincia_ASTURIAS,provincia_BURGOS,provincia_GRANADA,provincia_TARRAGONA,provincia_CUENCA,provincia_ZAMORA,provincia_NAVARRA,provincia_LEON,provincia_HUESCA,provincia_BIZKAIA,provincia_PALENCIA,provincia_JAEN,provincia_AVILA,provincia_SEGOVIA,provincia_ALMERIA,provincia_SANTA_CRUZ_DE_TENERIFE,provincia_GUADALAJARA,provincia_TERUEL,provincia_GIPUZKOA,provincia_SORIA,provincia_ALAVA,provincia_MELILLA,provincia_CEUTA,es_universitario,es_particular,es_top,ind_ahor_fin_ult1,ind_aval_fin_ult1,ind_cco_fin_ult1,ind_cder_fin_ult1,ind_cno_fin_ult1,ind_ctju_fin_ult1,ind_ctma_fin_ult1,ind_ctop_fin_ult1,ind_ctpp_fin_ult1,ind_deco_fin_ult1,ind_deme_fin_ult1,ind_dela_fin_ult1,ind_ecue_fin_ult1,ind_fond_fin_ult1,ind_hip_fin_ult1,ind_plan_fin_ult1,ind_pres_fin_ult1,ind_reca_fin_ult1,ind_tjcr_fin_ult1,ind_valo_fin_ult1,ind_viv_fin_ult1,ind_nomina_ult1,ind_nom_pens_ult1,ind_recibo_ult1
"2015-01-28","1025150","N","ES","H"," 26","2012-07-18"," 0","     36"," 1","","1.0","A","S","N","","KHE","N"," 1","30","\"MURCIA\""," 0","71729.79000000001","03 - UNIVERSITARIO","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1068540","N","ES","V"," 25","2012-09-26"," 0","     34"," 1","","1","I","S","N","","KHE","N"," 1"," 3","\"ALICANTE\""," 0","63200.22","03 - UNIVERSITARIO","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1044863","N","ES","V"," 24","2012-08-06"," 0","     35"," 1","","1.0","I","S","N","","KHE","N"," 1","12","\"CASTELLON\""," 0","","03 - UNIVERSITARIO","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1060795","N","ES","H"," 23","2012-09-17"," 0","     34"," 1","","1.0","A","S","N","","KHE","N"," 1"," 9","\"BURGOS\""," 1","108877.11000000002","03 - UNIVERSITARIO","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1045112","N","ES","V"," 23","2012-08-07"," 0","     35"," 1","","1.0","I","S","N","","KHE","N"," 1","28","\"MADRID\""," 1","250592.28","03 - UNIVERSITARIO","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1014483","N","ES","V"," 45","2012-05-03"," 0","     38"," 1","","1","A","S","N","","KAT","N"," 1","11","\"CADIZ\""," 1","76113.54000000001","02 - PARTICULARES","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2015-01-28","1069130","N","ES","V"," 24","2012-09-27"," 0","     34"," 1","","1.0","A","S","N","","KHE","N"," 1","36","\"PONTEVEDRA\""," 1","102338.58","03 - UNIVERSITARIO","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1052219","N","ES","V"," 63","2012-08-16"," 0","     35"," 1","","1","A","S","N","","KAT","N"," 1","28","\"MADRID\""," 1","71042.1","01 - TOP","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1"
"2015-01-28","1047328","N","ES","H"," 23","2012-08-08"," 0","     35"," 1","","1.0","I","S","N","","KHE","N"," 1","14","\"CORDOBA\""," 0","85175.49","03 - UNIVERSITARIO","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1049082","N","ES","V"," 34","2012-08-09"," 0","     27"," 1","","1","A","S","N","","KAT","N"," 1","21","\"HUELVA\""," 0","43108.11","02 - PARTICULARES","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2015-01-28","1043685","N","ES","H"," 24","2012-08-06"," 0","     35"," 1","","1.0","A","S","N","","KHE","N"," 1","22","\"HUESCA\""," 1","","03 - UNIVERSITARIO","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1059552","N","ES","V"," 25","2012-09-13"," 0","     34"," 1","","1.0","I","S","N","","KHE","N"," 1","18","\"GRANADA\""," 0","","03 - UNIVERSITARIO","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1060331","N","ES","V"," 26","2012-09-14"," 0","     34"," 1","","1.0","I","S","N","","KHE","N"," 1","21","\"HUELVA\""," 0","53245.92","03 - UNIVERSITARIO","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1061982","N","ES","V"," 31","2012-09-18"," 0","     34"," 1","","1.0","I","S","N","","KHE","N"," 1","30","\"MURCIA\""," 0","","03 - UNIVERSITARIO","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1067169","N","ES","H"," 22","2012-09-25"," 0","     34"," 1","","1","I","S","N","","KHE","N"," 1"," 3","\"ALICANTE\""," 0","85753.70999999999","03 - UNIVERSITARIO","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1020270","N","ES","V"," 12","2012-06-19"," 0","     37"," 1","","1.0","A","S","N","","KAT","N"," 1","28","\"MADRID\""," 1","65663.01","02 - PARTICULARES","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1066956","N","ES","H"," 29","2012-09-25"," 0","     34"," 1","","1","I","S","N","","KHE","N"," 1","21","\"HUELVA\""," 0","","03 - UNIVERSITARIO","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1046705","N","ES","V"," 24","2012-08-08"," 0","     35"," 1","","1","I","S","N","","KHE","N"," 1"," 8","\"BARCELONA\""," 0","","03 - UNIVERSITARIO","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1043330","N","ES","H"," 23","2012-08-06"," 0","     35"," 1","","1.0","I","S","N","","KHE","N"," 1","49","\"ZAMORA\""," 0","43306.41","03 - UNIVERSITARIO","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1065237","N","ES","H"," 26","2012-09-24"," 0","     34"," 1","","1.0","I","S","N","","KHE","N"," 1","18","\"GRANADA\""," 0","175865.58000000002","03 - UNIVERSITARIO","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1021591","N","ES","H"," 81","2012-07-02"," 0","     36"," 1","","1.0","I","S","N","","KFC","N"," 1","18","\"GRANADA\""," 0","101280.6","02 - PARTICULARES","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1028426","N","ES","V"," 37","2012-07-23"," 0","     36"," 1","","1.0","I","S","N","","KFC","N"," 1"," 3","\"ALICANTE\""," 0","57690.9","02 - PARTICULARES","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1047988","N","ES","H"," 24","2012-08-09"," 0","     35"," 1","","1.0","I","S","N","","KHE","N"," 1","46","\"VALENCIA\""," 0","71766.69","03 - UNIVERSITARIO","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1027299","N","ES","H"," 22","2012-07-20"," 0","     36"," 1","","1","A","S","N","","KHE","N"," 1"," 8","\"BARCELONA\""," 1","94959.9","03 - UNIVERSITARIO","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1028415","N","ES","V"," 67","2012-07-23"," 0","     36"," 1","","1.0","A","S","N","","KFC","N"," 1","29","\"MALAGA\""," 1","60956.01","02 - PARTICULARES","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1051691","N","ES","V"," 22","2012-08-14"," 0","     35"," 1","","1.0","I","S","N","","KHD","N"," 1","47","\"VALLADOLID\""," 0","104613.54","03 - UNIVERSITARIO","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1048809","N","ES","V"," 23","2012-08-09"," 0","     35"," 1","","1","I","S","S","","KHE","N"," 1","28","\"MADRID\""," 0","138667.34999999998","03 - UNIVERSITARIO","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1042995","N","ES","H"," 23","2012-08-03"," 0","     35"," 1","","1","I","S","N","","KHE","N"," 1","37","\"SALAMANCA\""," 0","","03 - UNIVERSITARIO","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1058615","N","ES","V"," 27","2012-09-12"," 0","     34"," 1","","1.0","I","S","N","","KHE","N"," 1","36","\"PONTEVEDRA\""," 0","","03 - UNIVERSITARIO","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2015-01-28","1019371","N","ES","V"," 12","2012-06-11"," 0","     37"," 1","","1.0","A","S","N","","KFC","N"," 1","12","\"CASTELLON\""," 1","91210.44","02 - PARTICULARES","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1015456","N","ES","V"," 36","2012-05-10"," 0","     38"," 1","","1","A","S","N","","KFC","N"," 1","46","\"VALENCIA\""," 1","55011.81","02 - PARTICULARES","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1058813","N","ES","V"," 23","2012-09-12"," 0","     34"," 1","","1.0","I","S","N","","KHE","N"," 1","47","\"VALLADOLID\""," 1","98722.95","03 - UNIVERSITARIO","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-01-28","1025247","N","ES","H"," 25","2012-07-19"," 0","     36"," 1","","1.0","I","S","N","","KHE","N"," 1"," 8","\"BARCELONA\""," 0","","03 - UNIVERSITARIO","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
