"fecha_dato","ncodpers","ind_empleado","pais_residencia","sexo","age","fecha_alta","ind_nuevo","antiguedad","indrel","ult_fec_cli_1t","indrel_1mes","tiprel_1mes","indresi","indext","conyuemp","canal_entrada","indfall","tipodom","cod_prov","nomprov","ind_actividad_cliente","renta","segmento","ind_ahor_fin_ult1","ind_aval_fin_ult1","ind_cco_fin_ult1","ind_cder_fin_ult1","ind_cno_fin_ult1","ind_ctju_fin_ult1","ind_ctma_fin_ult1","ind_ctop_fin_ult1","ind_ctpp_fin_ult1","ind_deco_fin_ult1","ind_deme_fin_ult1","ind_dela_fin_ult1","ind_ecue_fin_ult1","ind_fond_fin_ult1","ind_hip_fin_ult1","ind_plan_fin_ult1","ind_pres_fin_ult1","ind_reca_fin_ult1","ind_tjcr_fin_ult1","ind_valo_fin_ult1","ind_viv_fin_ult1","ind_nomina_ult1","ind_nom_pens_ult1","ind_recibo_ult1"
"2015-01-28","1028348","N","ES","V"," 23","2012-07-23"," 0","     36"," 1","","1.0","I","S","N","","KHE","N"," 1","29","\"MALAGA\""," 0","81063.56999999999","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1067813","N","ES","V"," 23","2012-09-26"," 0","     34"," 1","","1","I","S","N","","KHE","N"," 1","50","\"ZARAGOZA\""," 0","53522.10000000001","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1050384","N","ES","H"," 30","2012-08-10"," 0","     35"," 1","","1","A","S","N","","KHE","N"," 1","45","\"TOLEDO\""," 1","67345.95000000001","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","1"
"2015-01-28","1024457","N","ES","H"," 25","2012-07-18"," 0","     36"," 1","","1.0","A","S","N","","KHE","N"," 1","36","\"PONTEVEDRA\""," 1","","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1059055","N","ES","V"," 23","2012-09-12"," 0","     34"," 1","","1.0","I","S","N","","KHE","N"," 1","12","\"CASTELLON\""," 0","79881.20999999999","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1021824","N","ES","H"," 38","2012-07-03"," 0","     36"," 1","","1","A","S","S","","KHE","N"," 1"," 3","\"ALICANTE\""," 1","53799.63","02 - PARTICULARES","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"," 1"," 1","1"
"2015-01-28","1057248","N","ES","H"," 25","2012-09-10"," 0","     34"," 1","","1","I","S","N","","KHE","N"," 1","46","\"VALENCIA\""," 0","84485.97","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1025869","N","ES","H"," 25","2012-07-19"," 0","     36"," 1","","1.0","A","S","N","","KHE","N"," 1","41","\"SEVILLA\""," 1","73836.9","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1067288","N","ES","V"," 23","2012-09-25"," 0","     34"," 1","","1","I","S","N","","KHE","N"," 1","10","\"CACERES\""," 0","44779.41","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1048525","N","ES","H"," 23","2012-08-09"," 0","     35"," 1","","1.0","I","S","N","","KHE","N"," 1","46","\"VALENCIA\""," 0","35286.21","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1062545","N","ES","H"," 23","2012-09-19"," 0","     34"," 1","","1.0","I","S","N","","KHE","N"," 1","27","\"LUGO\""," 1","41791.77","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1016405","N","ES","V"," 62","2012-05-17"," 0","     38"," 1","","1.0","A","S","N","","KFC","N"," 1"," 1","\"ALAVA\""," 1","","02 - PARTICULARES","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1028209","N","ES","V"," 23","2012-07-23"," 0","     36"," 1","","1.0","I","S","N","","KHE","N"," 1","17","\"GIRONA\""," 0","117027.42","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1061204","N","ES","V"," 29","2012-09-17"," 0","     34"," 1","","1","A","S","N","","KHE","N"," 1","18","\"GRANADA\""," 1","48967.74","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1065419","N","ES","H"," 26","2012-09-24"," 0","     34"," 1","","1.0","I","S","N","","KHE","N"," 1","21","\"HUELVA\""," 0","34213.86","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1028034","N","ES","H"," 29","2012-07-23"," 0","     36"," 1","","1","I","S","N","","KHE","N"," 1","17","\"GIRONA\""," 0","","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1053784","N","ES","H"," 22","2012-08-24"," 0","     35"," 1","","1","I","S","N","","KHD","N"," 1","21","\"HUELVA\""," 0","70081.02","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1044865","N","ES","H"," 31","2012-08-06"," 0","     35"," 1","","1.0","I","S","N","","KHE","N"," 1","30","\"MURCIA\""," 0","43022.10000000001","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1028741","N","ES","V"," 23","2012-07-23"," 0","     36"," 1","","1.0","I","S","N","","KHE","N"," 1","17","\"GIRONA\""," 0","143774.22","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1023067","N","ES","H"," 23","2012-07-12"," 0","     36"," 1","","1","I","S","N","","KHE","N"," 1"," 8","\"BARCELONA\""," 0","242812.5","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1049845","N","ES","V"," 29","2012-08-10"," 0","     35"," 1","","1.0","I","S","N","","KHE","N"," 1"," 8","\"BARCELONA\""," 0","155367.33000000002","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1063069","N","ES","V"," 24","2012-09-19"," 0","     34"," 1","","1","A","S","S","","KHE","N"," 1","28","\"MADRID\""," 1","","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1026209","N","ES","H"," 23","2012-07-19"," 0","     36"," 1","","1","I","S","N","","KHE","N"," 1"," 8","\"BARCELONA\""," 0","206097.15","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1059585","N","ES","H"," 22","2012-09-13"," 0","     34"," 1","","1.0","I","S","N","","KHE","N"," 1","28","\"MADRID\""," 0","311468.25","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1062785","N","ES","H"," 25","2012-09-19"," 0","     34"," 1","","1.0","I","S","N","","KHE","N"," 1","28","\"MADRID\""," 1","130654.32","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1056822","N","ES","V"," 30","2012-09-07"," 0","     34"," 1","","1.0","I","S","N","","KHE","N"," 1","41","\"SEVILLA\""," 0","93257.25","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1047582","N","ES","H"," 37","2012-08-08"," 0","     35"," 1","","1.0","A","S","N","","KFC","N"," 1","28","\"MADRID\""," 1","175441.88999999998","02 - PARTICULARES","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","1"
"2015-01-28","1023575","N","ES","V"," 23","2012-07-16"," 0","     36"," 1","","1.0","A","S","N","","KFC","N"," 1"," 8","\"BARCELONA\""," 1","69371.52","02 - PARTICULARES","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1062063","N","ES","H"," 31","2012-09-18"," 0","     34"," 1","","1.0","I","S","N","","KHE","N"," 1","30","\"MURCIA\""," 0","32820.96","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1063502","N","ES","H"," 24","2012-09-20"," 0","     34"," 1","","1.0","A","S","N","","KHE","N"," 1","27","\"LUGO\""," 1","119749.86000000002","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1054705","N","ES","V"," 56","2012-08-29"," 0","     35"," 1","","1.0","A","S","N","","KAT","N"," 1","28","\"MADRID\""," 1","270271.62","02 - PARTICULARES","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","1"
"2015-01-28","1067786","N","ES","H"," 54","2012-09-26"," 0","     34"," 1","","1","I","S","N","","KHE","N"," 1","41","\"SEVILLA\""," 0","","02 - PARTICULARES","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1045883","N","ES","H"," 23","2012-08-07"," 0","     35"," 1","","1.0","I","S","N","","KHE","N"," 1","45","\"TOLEDO\""," 0","","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1057596","N","ES","V"," 23","2012-09-10"," 0","     34"," 1","","1.0","A","S","N","","KHC","N"," 1","28","\"MADRID\""," 1","107580.21","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","1"
"2015-01-28","1025206","N","ES","H"," 23","2012-07-18"," 0","     36"," 1","","1.0","I","S","N","","KHE","N"," 1","29","\"MALAGA\""," 0","","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1059538","N","ES","H"," 28","2012-09-13"," 0","     34"," 1","","1.0","I","S","S","","KHE","N"," 1","14","\"CORDOBA\""," 0","219072.93","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1027797","N","ES","H"," 24","2012-07-23"," 0","     36"," 1","","1","I","S","N","","KHE","N"," 1","11","\"CADIZ\""," 0","74449.59","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1037481","N","ES","H"," 23","2012-07-31"," 0","     36"," 1","","1.0","I","S","N","","KHE","N"," 1","36","\"PONTEVEDRA\""," 0","","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1063131","N","ES","V"," 23","2012-09-19"," 0","     34"," 1","","1","A","S","N","","KHE","N"," 1","41","\"SEVILLA\""," 1","109858.32","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","1"
"2015-01-28","1015064","N","ES","H"," 25","2012-05-08"," 0","     38"," 1","","1.0","I","S","N","","KHD","N"," 1","28","\"MADRID\""," 0","334890.18","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1068539","N","ES","H"," 23","2012-09-26"," 0","     34"," 1","","1","I","S","N","","KHE","N"," 1","24","\"LEON\""," 0","73677.39","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1045342","N","ES","V"," 27","2012-08-07"," 0","     35"," 1","","1.0","I","S","N","","KHE","N"," 1","32","\"OURENSE\""," 0","","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1013180","N","ES","H"," 23","2012-04-24"," 0","     39"," 1","","1.0","I","S","N","","KHD","N"," 1","41","\"SEVILLA\""," 0","118189.92","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1050757","N","ES","V"," 22","2012-08-10"," 0","     35"," 1","","1.0","A","S","N","","KHE","N"," 1"," 8","\"BARCELONA\""," 1","148870.98","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1043874","N","ES","H"," 25","2012-08-06"," 0","     35"," 1","","1","I","S","N","","KHE","N"," 1"," 8","\"BARCELONA\""," 1","75444.51","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1064089","N","ES","V"," 49","2012-09-20"," 0","     34"," 1","","1.0","A","S","N","","KFC","N"," 1","46","\"VALENCIA\""," 1","52724.34","02 - PARTICULARES","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1053058","N","ES","H"," 22","2012-08-21"," 0","     35"," 1","","1","I","S","N","","KHD","N"," 1","18","\"GRANADA\""," 0","37510.8","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1049753","N","ES","V"," 29","2012-08-10"," 0","     35"," 1","","1.0","I","S","N","","KHE","N"," 1","46","\"VALENCIA\""," 0","52560.0","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1046744","N","ES","V"," 26","2012-08-08"," 0","     35"," 1","","1","A","S","N","","KHE","N"," 1"," 8","\"BARCELONA\""," 1","268552.77","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1045643","N","ES","H"," 23","2012-08-07"," 0","     35"," 1","","1.0","I","S","N","","KHE","N"," 1"," 6","\"BADAJOZ\""," 0","58076.16","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1017389","N","ES","V"," 41","2012-05-25"," 0","     38"," 1","","1.0","A","S","N","","KAT","N"," 1","46","\"VALENCIA\""," 1","40637.46","02 - PARTICULARES","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"," 0"," 0","0"
"2015-01-28","1049679","N","ES","H"," 23","2012-08-10"," 0","     35"," 1","","1.0","I","S","N","","KHE","N"," 1","47","\"VALLADOLID\""," 0","101833.95","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1056355","N","ES","V"," 29","2012-09-06"," 0","     34"," 1","","1","I","S","N","","KHE","N"," 1","41","\"SEVILLA\""," 0","57959.25","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1065610","N","ES","H"," 23","2012-09-24"," 0","     34"," 1","","1","I","S","N","","KHE","N"," 1","10","\"CACERES\""," 0","69530.76","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1015437","N","ES","V"," 31","2012-05-10"," 0","     38"," 1","","1","A","S","N","","KFC","N"," 1","14","\"CORDOBA\""," 1","54080.58","02 - PARTICULARES","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1044805","N","ES","H"," 25","2012-08-06"," 0","     35"," 1","","1.0","I","S","N","","KHE","N"," 1","30","\"MURCIA\""," 0","153721.86000000002","03 - UNIVERSITARIO","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
"2015-01-28","1043851","N","ES","H"," 43","2012-08-06"," 0","     35"," 1","","1","A","S","N","","KHE","N"," 1"," 8","\"BARCELONA\""," 1","","02 - PARTICULARES","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," 0"," 0","0"
